"uid","is_published","age","wc_description","wc_anamnesis","wc_solution","wc_outcome","ai_complete"
"exp241","true",12,79,71,68,37,TRUE
"exp246","true",10,179,56,179,102,TRUE
"exp229","true",9,88,78,172,88,TRUE
"exp234","true",12,229,163,192,118,TRUE
"exp235","true",10,117,165,113,66,TRUE
"exp236","true",10,153,96,56,106,TRUE
"exp238","true",11,206,79,71,140,TRUE
"exp218","true",14,334,110,121,48,TRUE
"exp223","true",7,325,16,118,111,TRUE
"exp226","true",13,191,109,130,116,TRUE
"exp230","true",7,173,59,197,59,TRUE
"exp215","true",14,524,266,302,90,TRUE
"exp216","true",11,220,141,95,71,TRUE
"exp227","true",7,141,18,107,35,TRUE
"exp213","true",15,44,84,32,21,TRUE
"exp214","true",17,197,13,78,36,TRUE
"exp217","true",12,81,98,21,48,TRUE
"exp225","true",8,268,152,360,89,TRUE
"exp201","true",9,268,218,205,160,TRUE
"exp202","true",9,247,141,131,130,TRUE
"exp207","true",9,55,141,78,98,TRUE
"exp210","true",17,119,20,220,80,TRUE
"exp211","true",8,212,113,89,105,TRUE
"exp193","true",12,162,60,136,84,TRUE
"exp198","true",13,103,118,101,85,TRUE
"exp203","true",14,139,107,130,126,TRUE
"exp204","true",18,362,171,277,145,TRUE
"exp205","true",10,131,180,142,100,TRUE
"exp209","true",11,153,286,229,176,TRUE
"exp212","true",13,125,89,154,95,TRUE
"exp189","true",14,200,93,351,162,TRUE
"exp191","true",8,182,21,149,73,TRUE
"exp192","true",15,105,49,56,81,TRUE
"exp194","true",13,56,59,74,42,TRUE
"exp199","true",7,151,104,102,93,TRUE
"exp178","true",16,125,175,493,118,TRUE
"exp179","true",11,47,96,161,87,TRUE
"exp182","true",10,171,43,115,96,TRUE
"exp183","true",12,189,62,44,29,TRUE
"exp187","true",15,119,96,131,80,TRUE
"exp168","true",15,410,30,97,46,TRUE
"exp181","true",10,136,92,143,49,TRUE
"exp170","true",15,178,165,78,87,TRUE
"exp175","true",8,116,174,185,67,TRUE
"exp176","true",7,109,31,86,48,TRUE
"exp172","true",10,228,140,167,110,TRUE
"exp173","true",12,96,24,39,52,TRUE
"exp177","true",9,122,77,160,274,TRUE
"exp164","true",11,110,66,80,26,TRUE
"exp154","true",13,88,68,121,52,TRUE
"exp156","true",13,375,77,157,74,TRUE
"exp157","true",13,101,79,NA,71,TRUE
"exp158","true",14,405,39,201,66,TRUE
"exp160","true",9,226,138,254,93,TRUE
"exp161","true",14,87,40,437,26,TRUE
"exp162","true",13,176,55,181,124,TRUE
"exp165","true",15,97,60,101,37,TRUE
"exp139","true",14,142,109,144,45,TRUE
"exp140","true",12,71,136,132,100,TRUE
"exp144","true",12,262,335,314,153,TRUE
"exp148","true",16,75,70,79,29,TRUE
"exp138","true",9,145,102,87,35,TRUE
"exp146","true",11,235,90,95,68,TRUE
"exp153","true",13,88,90,75,31,TRUE
"exp123","true",14,140,109,130,31,TRUE
"exp128","true",14,131,114,83,137,TRUE
"exp129","true",13,58,187,290,95,TRUE
"exp132","true",12,170,16,16,48,TRUE
"exp135","true",11,165,298,188,111,TRUE
"exp136","true",13,148,18,63,23,TRUE
"exp137","true",11,85,38,138,26,TRUE
"exp145","true",12,254,76,41,74,TRUE
"exp111","true",11,262,28,44,42,TRUE
"exp113","true",10,164,135,212,65,TRUE
"exp116","true",17,260,36,231,80,TRUE
"exp121","true",11,161,58,180,71,TRUE
"exp122","true",15,131,61,71,78,TRUE
"exp126","true",9,286,79,106,169,TRUE
"exp127","true",16,172,138,193,41,TRUE
"exp134","true",18,72,178,114,33,TRUE
"exp106","true",7,331,95,263,74,TRUE
"exp110","true",15,75,90,163,94,TRUE
"exp114","true",11,59,161,70,33,TRUE
"exp115","true",7,214,109,116,98,TRUE
"exp124","true",16,74,136,74,56,TRUE
"exp93","true",18,389,62,66,62,TRUE
"exp104","true",17,217,107,220,93,TRUE
"exp117","true",13,103,54,52,38,TRUE
"exp125","true",15,74,47,62,33,TRUE
"exp92","true",7,76,104,102,105,TRUE
"exp96","true",14,69,89,44,30,TRUE
"exp97","true",13,151,92,145,96,TRUE
"exp98","true",14,199,81,194,113,TRUE
"exp100","true",6,93,73,366,86,TRUE
"exp101","true",11,46,71,56,37,TRUE
"exp81","true",12,69,91,57,65,TRUE
"exp86","true",9,129,99,180,147,TRUE
"exp90","true",8,143,142,152,104,TRUE
"exp91","true",11,127,29,225,100,TRUE
"exp95","true",13,36,86,60,97,TRUE
"exp78","true",18,375,156,180,57,TRUE
"exp83","true",14,152,35,37,NA,TRUE
"exp88","true",18,216,78,307,120,TRUE
"exp89","true",19,466,230,258,120,TRUE
"exp68","true",11,363,101,418,147,TRUE
"exp71","true",14,176,87,90,73,TRUE
"exp77","true",15,230,71,162,96,TRUE
"exp63","true",14,191,112,175,69,TRUE
"exp64","true",13,112,87,72,100,TRUE
"exp67","true",11,193,112,153,93,TRUE
"exp69","true",15,175,54,50,41,TRUE
"exp70","true",18,144,62,200,61,TRUE
"exp58","true",14,99,73,254,158,TRUE
"exp61","true",14,168,44,115,49,TRUE
"exp62","true",11,96,106,138,74,TRUE
"exp65","true",11,94,64,195,25,TRUE
"exp72","true",17,188,66,49,46,TRUE
"exp73","true",NA,125,61,70,92,TRUE
"exp56","true",13,123,78,123,76,TRUE
"exp57","true",11,398,149,355,205,TRUE
"exp59","true",4,258,113,176,74,TRUE
"exp46","true",NA,141,181,161,96,TRUE
"exp55","true",14,33,140,100,51,TRUE
"exp36","true",9,35,113,63,32,TRUE
"exp40","true",13,112,42,78,61,TRUE
"exp43","true",12,145,64,328,75,TRUE
"exp44","true",NA,99,90,168,61,TRUE
"exp33","true",12,206,57,136,64,TRUE
"exp41","true",11,303,113,197,48,TRUE
"exp42","true",9,83,113,52,24,TRUE
"exp45","true",6,231,94,102,58,TRUE
"exp21","true",8,54,357,129,87,TRUE
"exp31","true",13,215,63,53,106,TRUE
"exp35","true",9,107,56,117,86,TRUE
"exp38","true",14,441,330,224,170,TRUE
"exp19","true",11,238,183,78,118,TRUE
"exp30","true",9,242,133,266,221,TRUE
"exp13","true",5,100,61,182,129,TRUE
"exp14","true",5,229,167,115,129,TRUE
"exp22","true",12,161,99,137,121,TRUE
"exp23","true",11,318,137,113,90,TRUE
"exp25","true",14,197,62,111,66,TRUE
"exp27","true",12,247,100,97,165,TRUE
"exp28","true",14,150,117,142,55,TRUE
"exp7","true",8,115,138,82,87,TRUE
"exp15","true",16,84,91,98,158,TRUE
"exp16","true",12,141,110,176,104,TRUE
"exp18","true",12,166,48,69,41,TRUE
"exp4","true",10,85,46,83,52,TRUE
"exp5","true",7,123,122,119,59,TRUE
"exp9","true",7,96,33,69,77,TRUE
"exp11","true",8,130,125,65,26,TRUE
"exp3","true",17,65,48,80,171,TRUE
"exp6","true",10,77,64,87,132,TRUE
"exp8","true",15,99,42,91,57,TRUE
"exp1","true",10,359,73,99,56,TRUE
"exp10","true",8,271,54,25,94,TRUE
